archetype_value,2015,2016,2017,2018,2019,2020,2021,2022,2023
own_mortgage,0.444108992354119,0.9668606737151939,2.65665053071231,2.107405480159612,1.7399517170735956,0.8845029508994404,3.6205786240964786,8.694825348005315,5.841938426145645
own_outright,0.5381903189963528,1.0875065836717197,2.7372276568095533,2.1993316274223402,1.7281800505167806,0.8594956057763342,3.9713816639351958,8.585239875743689,5.541479260706824
private_rent,0.6025763294787825,1.2784956580604008,2.5010558653192945,2.0359082717921733,1.7681133094669708,0.7755259838221521,3.4807625514481892,9.355042471118301,5.285473360077735
rent_free,0.37168273387077133,0.9359083201984089,2.660471451347848,1.9201131692240454,1.7373086043359836,0.7710799524222697,3.4249140652060914,8.617585883806058,6.203225754175235
social_rent,0.37423420608508806,0.9934430836692608,2.562528981477698,2.0083330822236056,1.761923796721439,0.8279595232426552,3.321284230646423,9.295004748212728,5.918860601848191
