archetype_name,inflation_gap_pct
hh_composition,2.611472125660913
tenure_type,0.8943443968253781
hrp_age_band,0.8726788634070122
employment_status,0.755955541468575
is_pensioner,0.5481863371370981
is_disability,0.27713586555719694
region_broad,0.2263808912447276
is_carer,0.05798058527762162
